,Name_URL,Name,Name1,Socket_CPU,FormFactor,MemoryMax,MemorySlots,Color
3320,https://pcpartpicker.com/product/kCfp99/gigabyte-motherboard-gah81d3,https://images-na.ssl-images-amazon.com/images/I/51KVkomtOVL.jpg,gigabyte ga-h81-d3,LGA1150,ATX,16,2,Black / Silver
3321,https://pcpartpicker.com/product/4FBv6h/msi-motherboard-h87iac,https://pcpartpicker.com/static/forever/img/no-image.png,msi h87i ac,LGA1150,Mini ITX,16,2,Black / Silver
3322,https://pcpartpicker.com/product/YBsKHx/gigabyte-motherboard-gaam1ms2p,https://images-na.ssl-images-amazon.com/images/I/61Nks015A8L.jpg,gigabyte ga-am1m-s2p,AM1,Micro ATX,32,2,Black
3323,https://pcpartpicker.com/product/KLvRsY/biostar-motherboard-hifib85n3d,https://images-na.ssl-images-amazon.com/images/I/6157W7bFe3L.jpg,biostar hi-fi b85n 3d,LGA1150,Mini ITX,16,2,Black / Blue
3324,https://pcpartpicker.com/product/Fn3RsY/asrock-motherboard-fm2a88xbtc,https://images-fe.ssl-images-amazon.com/images/I/51zsGU4EwUL.jpg,asrock fm2a88x+ btc,FM2+,ATX,64,4,Black / Red
3325,https://pcpartpicker.com/product/WRjG3C/msi-motherboard-z97u3plus,https://cdna.pcpartpicker.com/static/forever/images/product/e9d268183e836eca1174f754545b3fb1.256p.jpg,msi z97 u3 plus,LGA1150,ATX,32,4,Black / Blue
3326,https://pcpartpicker.com/product/tZg323/msi-motherboard-z97iac,https://images-na.ssl-images-amazon.com/images/I/614smVITW6L.jpg,msi z97i ac,LGA1150,Mini ITX,16,2,Black / Silver
3327,https://pcpartpicker.com/product/rNXfrH/asrock-motherboard-am1bmdh,https://images-na.ssl-images-amazon.com/images/I/514S-c3zw3L.jpg,asrock am1b-mdh,AM1,Micro ATX,16,2,Black / Silver
3328,https://pcpartpicker.com/product/pH98TW/gigabyte-ga-x99-soc-force-eatx-lga2011-3-motherboard-ga-x99-soc-force,https://images-na.ssl-images-amazon.com/images/I/61tvG8OjzxL.jpg,gigabyte ga-x99-soc force,LGA2011-3,EATX,64,8,Black / Orange
3329,https://pcpartpicker.com/product/mD4NnQ/msi-x99s-xpower-ac-eatx-lga2011-3-motherboard-x99s-xpower-ac,https://cdna.pcpartpicker.com/static/forever/images/product/fdc93a9a452aea06c57f60f8b8684283.256p.jpg,msi x99s xpower ac,LGA2011-3,EATX,128,8,Black / Yellow
3330,https://pcpartpicker.com/product/WzKhP6/asrock-x99-professional-eatx-lga2011-3-motherboard-x99-professional,https://images-na.ssl-images-amazon.com/images/I/51XOHOraBtL.jpg,asrock x99 professional,LGA2011-3,EATX,128,8,Black / Red
3331,https://pcpartpicker.com/product/mp98TW/ecs-motherboard-z97pkv10,https://pcpartpicker.com/static/forever/img/no-image.png,ecs z97-pk (v1.0),LGA1150,Micro ATX,32,4,White / Gray
